epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,5809.07,1.50394,1.24487,1.91285,0.7533,0.75346,0.80446,0.41562,1.68345,1.17959,1.92992,0.0011882,0.0011882,0.0011882
43,5946.53,1.48683,1.22207,1.89677,0.73234,0.76037,0.79891,0.42819,1.64582,1.24603,1.93203,0.0011684,0.0011684,0.0011684
44,6083.97,1.46977,1.20358,1.88736,0.7573,0.74774,0.78761,0.41662,1.67139,1.12751,1.93202,0.0011486,0.0011486,0.0011486
45,6221.4,1.48321,1.18788,1.88395,0.75946,0.78111,0.80952,0.43828,1.63695,1.15166,1.91396,0.0011288,0.0011288,0.0011288
46,6358.89,1.45943,1.17686,1.88087,0.77045,0.75787,0.80118,0.4309,1.64158,1.11353,1.8992,0.001109,0.001109,0.001109
47,6496.31,1.45741,1.15715,1.84855,0.74776,0.79724,0.81843,0.45114,1.64244,1.05884,1.9285,0.0010892,0.0010892,0.0010892
48,6634.04,1.45283,1.17773,1.87423,0.75005,0.81106,0.81448,0.45298,1.59927,1.06485,1.89566,0.0010694,0.0010694,0.0010694
49,6771.78,1.47867,1.18827,1.87625,0.71416,0.77189,0.78163,0.41389,1.68178,1.12543,1.97314,0.0010496,0.0010496,0.0010496
50,6909.3,1.45227,1.16837,1.85103,0.69318,0.81207,0.72056,0.37807,1.58761,1.12438,1.8614,0.0010298,0.0010298,0.0010298
51,7046.74,1.43289,1.13904,1.84904,0.72326,0.83102,0.74976,0.39195,1.6162,1.13764,1.87952,0.00101,0.00101,0.00101
52,7184.21,1.42855,1.13694,1.85193,0.74441,0.73733,0.7922,0.44631,1.62601,1.09724,1.90815,0.0009902,0.0009902,0.0009902
53,7321.66,1.4091,1.11478,1.83188,0.72054,0.80645,0.79281,0.43087,1.60457,1.10318,1.89616,0.0009704,0.0009704,0.0009704
54,7459.13,1.4166,1.12592,1.83495,0.74997,0.78802,0.81339,0.45293,1.60235,1.06562,1.88806,0.0009506,0.0009506,0.0009506
55,7596.58,1.43823,1.12904,1.82279,0.78264,0.755,0.80225,0.44141,1.57093,1.03458,1.86571,0.0009308,0.0009308,0.0009308
56,7734.01,1.38404,1.08109,1.80061,0.72419,0.79032,0.77132,0.41804,1.57963,1.08311,1.84814,0.000911,0.000911,0.000911
57,7871.42,1.41657,1.07985,1.8261,0.72822,0.80258,0.80626,0.44091,1.60089,1.03641,1.87645,0.0008912,0.0008912,0.0008912
58,8008.85,1.39467,1.0991,1.81463,0.7663,0.77818,0.76585,0.41437,1.57045,1.08287,1.86737,0.0008714,0.0008714,0.0008714
59,8146.32,1.40177,1.08993,1.80493,0.81778,0.78111,0.82349,0.45689,1.5519,1.01073,1.83609,0.0008516,0.0008516,0.0008516
60,8284.02,1.38895,1.05625,1.78572,0.77117,0.79724,0.78933,0.4323,1.57894,0.99018,1.86718,0.0008318,0.0008318,0.0008318
61,8421.52,1.3854,1.05192,1.7824,0.76845,0.82258,0.80053,0.44394,1.58548,1.01183,1.87549,0.000812,0.000812,0.000812
62,8558.98,1.37778,1.07031,1.78769,0.73621,0.80382,0.7608,0.41891,1.57602,0.99977,1.84752,0.0007922,0.0007922,0.0007922
63,8696.45,1.34519,1.02422,1.7753,0.78711,0.80645,0.84428,0.47919,1.56199,0.95127,1.85406,0.0007724,0.0007724,0.0007724
64,8834.21,1.39903,1.06854,1.79341,0.73982,0.80587,0.79994,0.44961,1.56688,0.9695,1.84144,0.0007526,0.0007526,0.0007526
65,8971.63,1.35332,1.05293,1.76625,0.74134,0.82258,0.77597,0.4264,1.54583,0.99555,1.82639,0.0007328,0.0007328,0.0007328
66,9109.07,1.34348,1.01463,1.74894,0.73819,0.80876,0.80913,0.46167,1.51184,0.99515,1.8025,0.000713,0.000713,0.000713
67,9246.53,1.35064,1.02008,1.75594,0.7796,0.79875,0.8067,0.45346,1.56147,0.94862,1.84541,0.0006932,0.0006932,0.0006932
68,9383.95,1.36858,0.99618,1.76752,0.78201,0.85137,0.81347,0.44605,1.5666,0.9295,1.8271,0.0006734,0.0006734,0.0006734
69,9521.41,1.32887,1.01159,1.74345,0.78414,0.81189,0.8211,0.46086,1.55089,1.00147,1.82102,0.0006536,0.0006536,0.0006536
70,9658.84,1.34254,0.99285,1.75036,0.75949,0.8318,0.80402,0.45471,1.54606,0.94849,1.81916,0.0006338,0.0006338,0.0006338
71,9796.27,1.34049,1.014,1.74292,0.80705,0.78802,0.83649,0.47805,1.53619,0.94973,1.81181,0.000614,0.000614,0.000614
72,9933.75,1.34378,1.00765,1.73668,0.77266,0.8341,0.8375,0.4833,1.5234,0.93025,1.80769,0.0005942,0.0005942,0.0005942
73,10071.4,1.31287,0.98193,1.73273,0.77351,0.83413,0.8461,0.49039,1.53833,0.89794,1.79759,0.0005744,0.0005744,0.0005744
74,10209.1,1.31456,0.97637,1.73255,0.76878,0.82949,0.79702,0.44512,1.54274,0.90064,1.81551,0.0005546,0.0005546,0.0005546
75,10346.6,1.30508,0.97585,1.70738,0.80793,0.82386,0.83939,0.48037,1.50939,0.9168,1.79395,0.0005348,0.0005348,0.0005348
76,10484.1,1.32888,0.96223,1.72723,0.72689,0.87695,0.81191,0.45198,1.50757,0.92703,1.772,0.000515,0.000515,0.000515
77,10621.5,1.3047,0.95981,1.71924,0.80215,0.84077,0.82335,0.46214,1.54093,0.86044,1.80712,0.0004952,0.0004952,0.0004952
78,10758.9,1.31596,0.95833,1.72019,0.78587,0.85023,0.84906,0.48507,1.48949,0.88544,1.75322,0.0004754,0.0004754,0.0004754
79,10896.4,1.31237,0.96464,1.71652,0.8383,0.83641,0.86819,0.51346,1.50754,0.86824,1.7812,0.0004556,0.0004556,0.0004556
80,11034.2,1.29599,0.94379,1.70799,0.76265,0.8218,0.81995,0.47932,1.49602,0.92747,1.7603,0.0004358,0.0004358,0.0004358
81,11171.5,1.28519,0.94363,1.71448,0.74501,0.82719,0.82324,0.47041,1.5038,0.93375,1.78822,0.000416,0.000416,0.000416
82,11309,1.28964,0.9437,1.7011,0.78129,0.82258,0.84042,0.48573,1.52297,0.8752,1.77977,0.0003962,0.0003962,0.0003962
83,11446.4,1.2786,0.92832,1.68126,0.81279,0.81028,0.82771,0.47424,1.50531,0.8802,1.75982,0.0003764,0.0003764,0.0003764
84,11584,1.27252,0.92166,1.68308,0.75155,0.86426,0.80705,0.45591,1.52166,0.93214,1.79776,0.0003566,0.0003566,0.0003566
85,11723.5,1.26142,0.907,1.67827,0.78278,0.86352,0.84163,0.48104,1.50786,0.89668,1.77849,0.0003368,0.0003368,0.0003368
86,11865,1.23913,0.88638,1.65346,0.75432,0.89171,0.79597,0.45412,1.48153,0.86897,1.75767,0.000317,0.000317,0.000317
87,12005.8,1.25605,0.88285,1.67608,0.7841,0.82846,0.8355,0.48733,1.49015,0.85613,1.77035,0.0002972,0.0002972,0.0002972
88,12147.2,1.2341,0.89155,1.65124,0.767,0.85253,0.82697,0.46547,1.49839,0.89226,1.76266,0.0002774,0.0002774,0.0002774
89,12287.4,1.24954,0.9002,1.68186,0.77317,0.85484,0.81836,0.46915,1.48946,0.85224,1.75916,0.0002576,0.0002576,0.0002576
90,12425.4,1.2284,0.87358,1.65567,0.80389,0.82174,0.83486,0.49575,1.47971,0.83917,1.74246,0.0002378,0.0002378,0.0002378
91,12563.5,1.37087,0.7434,1.59946,0.85272,0.8138,0.87471,0.52493,1.48773,0.81558,1.76143,0.000218,0.000218,0.000218
92,12701.7,1.34751,0.71151,1.59217,0.85241,0.84101,0.89478,0.53954,1.46081,0.78239,1.75163,0.0001982,0.0001982,0.0001982
93,12839.7,1.34513,0.69316,1.57325,0.81319,0.86257,0.89269,0.54358,1.46576,0.76771,1.74582,0.0001784,0.0001784,0.0001784
94,12977.8,1.33493,0.68115,1.56653,0.86607,0.84332,0.90204,0.54483,1.47135,0.75011,1.76007,0.0001586,0.0001586,0.0001586
95,13115.8,1.31537,0.66791,1.56677,0.82378,0.8725,0.89989,0.54944,1.46938,0.75682,1.75844,0.0001388,0.0001388,0.0001388
96,13253.9,1.3116,0.67083,1.54676,0.8393,0.87327,0.90577,0.554,1.4545,0.74883,1.73175,0.000119,0.000119,0.000119
97,13391.9,1.2937,0.65092,1.54743,0.88069,0.82719,0.90325,0.55227,1.45538,0.74374,1.74377,9.92e-05,9.92e-05,9.92e-05
98,13529.7,1.28135,0.65191,1.52957,0.86566,0.84632,0.9088,0.55357,1.46669,0.74531,1.74188,7.94e-05,7.94e-05,7.94e-05
99,13667.4,1.27667,0.64843,1.54342,0.84667,0.87793,0.90926,0.55669,1.46138,0.73901,1.75109,5.96e-05,5.96e-05,5.96e-05
100,13805.5,1.29385,0.64382,1.53619,0.87691,0.84562,0.91134,0.55463,1.45484,0.73338,1.74298,3.98e-05,3.98e-05,3.98e-05
